Content,RT,R1P,LR,EQE,PR,VR,DR,SSR,TR,NRCA,CR,UR,UV,CE,Label
小巧轻便，使用时噪音特别小做工精细操作简单，非常满意！谢谢！,1,0,30,2,1,0,0,0,0,0,0,17,1,0.999945,0
好可爱的毛衣，真的很爱，还想再来一件。,1,0,19,0,1,0,-1,0,0,0,1,212,1,0.961802914,0
味道不错，很新鲜,1,0,8,0,1,0,-1,0,0,0,3,145,0,0.892330102,0
裤子质量很好！！！弹性也很大！穿上很显瘦！！最喜欢的一条裤子！,1,0,31,7,0,0,-1,0,0,0,1,577,1,0.99767675,0
加热后有一股难闻的味道，感觉不是很好。,-1,0,19,0,1,0,-1,0,0,0,0,158,0,0.004427435,0
小情侣可以订购哟天冷了用毛衣温暖对方的心,1,0,20,0,1,0,-1,0,0,1,1,115,1,0.733504632,0
看起来还不错,1,0,6,0,1,0,-1,0,0,0,6,65,1,0.90636176,0
行李箱质量很好空间很大很时尚很喜欢,1,0,17,0,1,1,-1,0,0,0,6,49,1,0.991487654,0
大小很合适，质量很好，值得再买,1,0,15,0,0,0,-1,0,0,0,1,39,0,0.976689756,0
方便便捷,1,0,4,0,1,0,-1,0,0,1,0,609,1,0.961538462,0
不值这个价格质量一般，常规款，只能起到搭衣服的效果，,1,0,26,0,0,0,-1,0,0,0,1,458,0,0.641287186,0
起球,1,0,18,1,1,0,28,0,0,0,1,78,1,0.5,0
听老板的换的毫安数大一些的，好用！再换电池还来,1,0,23,1,0,0,-1,0,0,0,0,164,1,0.846954319,0
不错。挺大的,1,0,6,0,1,0,-1,0,0,0,6,23,1,0.941474306,0
用了一次，然后就废了，总报故障，售后说我家电压不稳??用这产品，还得装个稳压电源呗？,1,0,18,1,0,0,24,0,0,0,0,167,0,0.010154572,0
充的可快了真的！,1,0,8,1,0,0,-1,0,0,0,0,457,1,0.702863108,0
有很多口味，挺好喝的。,1,0,11,0,0,0,-1,0,1,0,3,906,1,0.912628333,0
很好看质量不错，分5层很实用，颜色也是我喜欢的，还会回购！好评！,1,1,32,2,1,0,-1,0,0,0,6,246,0,0.962312523,0
观望了好久双十一买买买！尺码合适，显瘦。,1,0,20,1,0,0,0,0,0,0,1,692,0,0.998164631,0
质量一般,1,0,4,0,0,0,-1,1,0,0,1,744,1,0.498498498,0
好看又舒服，赞,1,0,7,0,0,0,-1,0,0,1,1,785,1,0.980693252,0
口味正、二次购买了,1,0,9,0,1,0,-1,0,0,0,3,86,1,0.82422695,0
起球特别严重，弄掉还起，真的是相信钱夫人，相信雪梨才会选择雪梨家的，太让人失望了。,1,0,18,1,1,0,23,0,0,0,1,380,0,0.066499864,0
买给朋友的，自己之前买的很好吃,1,0,15,0,0,0,-1,0,0,0,3,156,1,0.753307756,0
码数挺挺标准得，穿起来有型好看，面料不沾毛很不错,1,0,24,0,0,0,-1,0,0,0,1,89,1,0.94474018,0
感覺不錯,1,0,4,0,1,0,-1,0,0,1,0,160,1,0.577950027,0
（1）白色的颜色很好看，很适合女生使用，非常秀气。（2）轮滑声音比较小，整体测试了很流畅，不会出现推不动的情况。（3）侧面有专门放背包的设置。（4）送了很多赠品，贴纸/防护套/彩虹绳等。,1,0,93,0,1,1,-1,0,0,0,6,369,1,0.984206751,0
真的很好吃，直接爱了爱了,1,0,12,0,1,0,-1,0,0,0,3,43,1,0.961906207,0
正品的就是好用,1,0,7,0,0,0,-1,0,0,0,0,600,1,0.911464028,0
充电器质量不错，充电速度非常快，很满意,1,0,19,0,0,0,-1,0,0,0,0,618,1,0.997070128,0
整体评价：不错，穿得舒服，性价比高面料材质：好版型风格：棒,1,0,29,0,1,1,-1,0,0,0,1,60,1,0.999950294,0
黑色穿上很好看哦～质量也很好,1,0,14,0,0,0,-1,0,0,0,1,732,0,0.913544562,0
服务态度好，客服回去快，发货速度还可以，喜欢的额可以拍下哦，质量一直很好，很满意，会继续合作的,1,0,47,0,0,0,-1,0,0,0,0,604,1,0.693610203,0
质量非常好，布料没有那么硬，值得购买!,1,0,19,1,1,0,2,0,0,0,6,36,1,0.711158064,0
书包挺好的就是有点小了，但是总体感觉特别棒，特别是那个小青蛙。,1,0,31,0,1,0,-1,0,0,0,6,56,1,0.999861452,0
能用，好评！,1,0,6,1,0,0,-1,0,0,0,0,314,0,0.445783133,0
车棚充电桩装好了，试用了两天还不错，使用方便在也不用担心充电器不够用了,1,0,35,0,0,0,-1,0,0,0,0,169,1,0.784029278,0
品质做工：特别好适合这个价钱喜欢,1,0,16,0,1,0,0,0,0,1,6,12,1,0.979859518,0
好吃，贴别喜欢，家人都喜欢，,1,0,14,0,1,0,-1,0,0,1,3,204,1,0.906094006,0
包装严实没有破损，物流挺快的，感觉还不错，操作简单，不懂问客服改挺耐心教我，目前还满意,1,1,43,0,0,0,-1,0,0,0,0,293,1,0.862959007,0
很好，用了几天没什么问题。,1,0,13,0,0,0,-1,0,0,0,0,367,0,0.520632561,0
充电器还可以，用两天了还不错,1,0,14,0,0,0,-1,0,0,0,0,700,1,0.948136079,0
可能是用铁皮装的原因有股铁皮味,1,0,15,0,0,0,-1,0,0,1,3,885,0,0.198983285,0
包装完好，衣服质量不错，贴身穿不扎人，满意。,1,0,22,0,0,0,-1,0,1,0,1,469,1,0.957182387,0
非常不错，性能挺好，用了几回了，对方预期效果！,1,0,23,1,1,0,-1,0,0,1,0,179,0,0.984351246,0
大衣款式很板正，面料手感不错质量很好，版型设计也挺好的上身效果不错时尚帅气,1,0,37,0,0,0,-1,0,0,1,1,157,1,0.999998626,0
味道一般，价格也贵,1,0,9,0,0,0,-1,0,1,0,3,261,1,0.42854837,0
挺好的，价格实惠,1,0,8,0,0,0,-1,0,0,0,1,394,0,0.974712939,0
包包很高端大气，也很实用，喜欢的小伙伴可以下单啦～,1,0,25,0,1,0,-1,0,0,0,6,164,0,0.995322491,0
神裤就是神裤，我的腿很长,1,1,12,0,0,0,-1,0,0,0,1,556,0,0.99462009,0
方便充電,1,0,4,0,0,0,-1,0,0,0,0,271,0,0.498283791,0
实物和说明一样，非常满意的一次购物,1,0,17,0,0,0,-1,0,0,0,0,283,0,0.908384994,0
东西很好，快递很快，很愉快的一次购物,1,0,18,0,0,0,-1,0,0,0,0,654,1,0.965960634,0
衣服很好??,1,0,6,2,0,0,-1,0,0,0,1,464,0,0.798630992,0
真的特别满意的充电器，充电器的头蛮重感觉做工和质量上面比以往原装的好很多，而且性价比高，充电器线的接口也凹进去包了起来保护，做工很细腻充电速度也是蛮快的。各方面性能都很符合我的要求，携带也很方便不错！,1,1,100,1,1,0,0,0,0,0,0,602,1,0.99999999,0
很好薄薄的一层十分舒服就是不知道起不起球,1,0,20,0,0,0,-1,0,0,0,1,224,1,0.907725391,0
2021年1月17好付的款买的，1月22号收到的货，30号可断了，连10天都没有。,-1,0,41,0,1,0,-1,0,0,0,0,10,1,0.004575315,0
充电器充电很快，用了几天蛮好用的,1,0,16,0,0,0,-1,0,0,0,0,325,0,0.973751151,0
儿童车用可以，只是一会就没电了，,1,0,16,0,0,0,-1,0,0,0,0,57,1,0.155564344,0
衣服穿上效果挺好，质量也不错，很满意！,1,0,19,1,0,0,-1,0,0,0,1,70,1,0.992381752,0
上身效果：很嘻哈，挺喜欢的哈哈,1,0,15,0,0,0,-1,0,0,0,1,471,0,0.956333261,0
诱惑接骨木真的是我的大爱怎么说呢不知道你有没有听过当一个人很累的时候她就想坐下来歇一会儿诱惑7给我的就是这种感觉在繁华中有一种停下来看看风景的惬意感真的非常好喝清爽不腻微甜的夏日感觉是爱上了没错,1,2,97,0,1,0,-1,0,0,0,3,939,0,0.999999957,0
他说好吃。,1,0,5,0,1,0,-1,0,0,0,3,217,1,0.436396833,0
东西收到了头和我原装手机配套的一模一样是正品,1,1,22,0,1,0,-1,0,0,0,0,32,1,0.559815722,0
充电很快很好用。 方便简洁,1,0,18,1,1,1,23,0,0,1,0,25,1,0.991569757,0
好看，我室友说穿着好看,1,1,11,0,0,0,-1,0,0,0,1,177,1,0.731911678,0
很有趣每天都有新鲜感和期待哈哈哈可能因为之前一直都是喝黑咖啡个人口味觉得有些过甜了期待有黑咖啡合集,1,0,49,0,0,0,-1,0,1,0,3,673,0,0.984659307,0
充电桩我用了一段时间了很满意，充电很快不占地方，价格也不贵,1,1,29,0,0,0,-1,0,0,0,0,393,1,0.94240398,0
物有所值，,1,0,5,0,1,0,-1,0,0,0,0,187,1,0.933333333,0
好评，质量好，材质好好评好评,1,0,14,0,0,0,-1,0,0,0,0,425,1,0.59471047,0
已经安装好了，很高大上，质量也是杠杠滴，,1,0,20,0,0,0,-1,0,0,0,0,749,1,0.840230161,0
整体评价：描述相符面料柔软舒适尺码合适,1,0,19,0,0,0,-1,0,1,0,1,62,1,0.979768836,0
朋友买了一件，看见很漂亮，质量也很好所以拍了，东西收到了，很喜欢,1,0,32,0,0,0,-1,0,0,1,1,300,0,0.990846201,0
衣服收到了，质量好，穿起来大气，,1,0,16,0,0,0,-1,0,0,0,1,314,1,0.908272923,0
实物和照片还是很像的感觉装的东西应该挺多的,1,0,21,0,1,0,-1,0,0,0,6,210,1,0.825241501,0
东西味道还不错，挺好吃。就是价钱有点贵,1,0,19,0,0,0,-1,0,0,0,3,308,1,0.963829625,0
适用，质量好，价优！,1,0,10,1,1,0,12,0,0,0,0,9,1,0.979546252,0
小小的一盒手掌大小很甜,1,0,11,0,0,0,-1,0,0,0,3,622,1,0.756240337,0
充电器收到，质量很好，价格实惠，非常满意。,1,0,21,0,0,0,-1,0,0,0,0,135,1,0.993031727,0
快充头很好很有质感快递也很快充电一会就充好了,1,0,22,0,1,0,-1,0,0,0,0,92,1,0.92064153,0
款式很时尚上身效果好，很厚实保暖效果好，面料好穿着舒服,1,0,27,0,0,0,-1,0,0,1,1,238,1,0.999800802,0
料子摸起来很不错，比较厚实笔挺那种，版型也很显瘦，非常喜欢,1,0,29,0,0,0,0,0,0,0,1,656,0,0.999899479,0
收到拿起来有份量，立马就给电池充电，原来充电器显示充满了，这个还能继续充电。不错！,1,0,41,1,1,0,-1,0,0,1,0,301,1,0.465840129,0
好，有需要再购。,1,0,8,0,0,0,-1,0,0,0,0,546,0,0.377588718,0
挺好的，给别人买的,1,0,9,0,0,0,-1,0,0,0,0,502,0,0.819011065,0
之前的电池不蓄电，一会会就没电了，新电池装上，小车又可以动了,1,0,30,0,0,0,-1,0,0,0,0,650,0,0.0341842,0
安装简单，充电方便多了，质量过关，充电速度也快，特别安全,1,0,28,0,0,0,-1,0,0,0,0,242,1,0.889927951,0
真的是神神神裤很修身显腿线条也显pp关键巨显腿长！可复古可休闲可y2k我爱,1,1,37,1,0,0,-1,0,0,1,1,828,1,0.999998159,0
货已收到很好。谢谢！,1,0,10,1,0,0,-1,0,0,0,0,491,1,0.517409277,0
包包容量大颜值高好搭衣服,1,0,12,0,1,0,-1,0,1,0,6,32,1,0.688739682,0
真的不好吃，还没有德芙好吃，与其说是巧克力还不如说是巧克力味的糖,-1,0,32,0,0,0,-1,0,0,0,3,587,0,0.642210975,0
不错滴，合适还送了线保护套，商家服务也是一流滴。,1,0,24,0,1,0,-1,0,0,0,0,79,1,0.988908796,0
有夹心，很好吃啊。,1,0,9,0,0,0,-1,0,0,0,3,387,1,0.691629724,0
充电器不错，跟原装的差不多，一样好用！而且还有质保！比原装便宜很多！不错,1,0,36,3,1,0,-1,0,0,0,0,226,0,0.999155267,0
电瓶充电器到货了，包装完好无损，物流很快，使用了，充满自停，物美价廉,1,0,34,0,0,0,-1,0,0,0,0,76,1,0.985153558,0
三个都无线充的很方便，底座材质手感不错，充电挺好的，满足了，很实用，手机一放即可充电，指示灯也随之变化,1,0,51,0,1,0,-1,0,0,0,0,100,1,0.923154863,0
质量不行插小度那里的头线断了,1,0,18,1,0,0,36,0,0,0,0,118,1,0.081939605,0
很美观，小巧轻便，黑色很好看,1,0,14,0,1,0,0,0,0,0,6,486,0,0.999650171,0
靠谱，用了好几天了，质量可以，没什么大声音，很便捷，很实用，操作也简单。,1,0,36,0,0,0,-1,0,0,0,0,328,0,0.910807102,0
味道还行略有点少配牛奶蛮好的,1,0,14,0,0,0,-1,0,1,1,3,288,0,0.856088385,0
充电器很不错，用了一段时间了质量杠杠的,1,0,19,0,0,0,-1,0,0,0,0,347,0,0.990044736,0
要的是送两只咖啡，但发错了，发的黑咖啡&hellip;不过好在解决了问题，卖家人不错，耿直,1,0,45,0,0,0,-1,0,0,1,3,451,1,0.259053498,0
质量好，是正品，赞,1,0,9,0,0,0,-1,0,0,0,0,923,1,0.989327898,0
很匹配，不错,1,0,6,0,0,0,-1,0,0,0,0,423,1,0.834152606,0
神马神仙裤子！太显瘦了！！！,1,0,14,4,0,0,-1,0,0,0,1,832,0,0.952819237,0
整体评价：给五星好评！很好，感觉比原装的好用，发货快，头天下午拍的，第二天中午就到货了！,1,0,44,2,0,1,-1,0,0,0,0,29,1,0.915817226,0
宝宝外套收到了，穿起来非常休闲很舒服，上身效果好看很满意，质量不错。,1,0,34,0,0,0,-1,0,0,0,1,218,1,0.999437122,0
快冲超级好看！准备夏天在入一条S**。穿M腰有一丢丢大。客服务态度也很8错！,1,0,38,2,1,0,-1,0,0,0,1,558,1,0.012982188,0
用着很好用，也很方便，看着也很酷！物流也很快！,1,0,23,2,1,1,-1,0,0,0,0,186,1,0.997821682,0
很好用唯一就是不能出现官方的充电动画有点小遗憾其他都很好,1,0,28,0,0,0,-1,0,0,0,0,311,0,0.724827772,0
充电器充电很快，卖家还送了小礼物。很喜欢,1,0,20,0,1,0,-1,0,0,0,0,8,1,0.994319568,0
外包装无破损，每个蛋黄卷都是独立包装的，食用方便，很好吃。生产日期是近期的，很新鲜。店家发货快，物流也快，特别值得表扬的是快递员非常负责任，由于失误我的地址没写全，快递员与我电话联系后，将快件直接送到家。全给五分了。,1,2,108,0,1,0,-1,0,0,0,3,889,1,0.001347628,0
赢了挺久的真的是解放了数据线往桌子上一放真的干净清爽 好评,1,0,18,1,1,0,50,0,0,1,0,25,1,0.813508006,0
质量好，电量足,1,0,7,0,0,0,-1,0,0,0,0,388,1,0.515674898,0
衣服收到，尺寸合适，修身不臃肿，好看。,1,0,19,0,0,0,-1,0,0,0,1,145,1,0.619577602,0
给老弟买的，他特别喜欢！,1,0,12,1,1,0,-1,0,0,0,6,246,1,0.73039049,0
正品，充电速度快，非常满意。,1,0,14,0,0,0,-1,0,0,0,0,404,1,0.976112423,0
很帅气，像是看上去像西装一样，轻薄但很保暖,1,0,21,0,0,0,-1,0,0,0,1,156,1,0.995369299,0
料子还不错,1,0,5,0,0,0,-1,0,0,1,1,148,1,0.871722133,0
有点薄,1,0,3,0,0,0,-1,0,0,0,1,95,1,0.418032787,0
充电器充了一下，不错智能的充满自停，数字显示功能一目了然，绝对好评??。,1,0,36,2,1,0,-1,0,0,0,0,98,1,0.997287226,0
东西收到了挺好,1,0,7,0,1,0,0,0,0,0,0,38,1,0.724537824,0
不错刚好合适大一码就更好了,1,0,13,0,0,0,-1,0,0,0,1,141,1,0.989613167,0
充电很快，扫码是正品,1,0,10,0,0,0,-1,0,0,0,0,127,1,0.946485178,0
准备用做压箱钱的箱子，实物颜色很喜欢，不是那种土不啦叽的大红色，耐斯！商家还送了两个贴纸不错不错立马安排上,1,0,53,1,1,0,-1,0,0,0,6,650,0,0.012756295,0
已收到货，看了这个电源是欧姆龙血压计正规厂家电源，当收到货觉得插头小了，回家拿来试是标准插头用起了，很满意，物流也快，值得推荐购买，祝店家生意兴隆。,1,0,74,0,1,0,-1,0,0,0,0,275,1,0.874206088,0
蛮好看的，冬天也可以穿哦，有内衬，春秋配西装很好看了。,1,0,27,0,0,0,-1,0,0,0,1,390,1,0.999093004,0
多种口味，很好喝。,1,0,9,0,0,0,-1,0,0,1,3,657,1,0.845047781,0
操作起来挺方便。，暂时没什么问题，OK,1,0,19,0,0,0,-1,0,0,0,0,655,1,0.360362109,0
收到货迫不及待的打开了！质量特别好！相当满意的一次购物！款式也是我想要的！尺寸穿上刚刚好！套个厚外套正好！,1,1,53,6,1,0,0,0,0,0,1,425,1,0.923109551,0
非常满意，强强强强强推,1,0,11,0,1,1,-1,0,0,1,6,74,1,0.656964386,0
上身效果：版型比较小，厚薄度：薄,1,0,16,0,0,0,-1,0,0,0,1,446,1,0.546026177,0
做工非常精致，很结实，颜值也超级好看，上学宿舍用非常方便，容量也超级大，客服态度也超级好,1,0,44,0,1,1,-1,0,0,0,6,11,1,0.996851732,0
收到了挺好的,1,0,6,0,0,0,-1,0,0,0,0,18,1,0.722676501,0
已经用上了，很方便，不用到充电站排队,1,0,18,0,0,0,-1,0,0,0,0,490,0,0.372032172,0
可以，值了,1,0,5,0,0,0,-1,0,0,0,1,304,0,0.57918552,0
厚薄度：版型好看，又舒服,1,0,12,0,0,0,-1,0,0,1,1,432,1,0.669765167,0
刚刚收到奶茶工作台，设计很方便，很好用，卖家很热情，很喜欢，值得购买,1,0,34,0,1,0,0,0,0,0,0,448,1,0.999981856,0
黄桃罐头收到了，快递也很快，尝了一下味道不错。,1,0,23,0,1,0,-1,0,0,0,3,56,1,0.857260171,0
物美价廉，,1,0,5,0,0,0,-1,0,0,0,0,223,1,0.785714286,0
这款充电站很方便实用，质量不错，商家服务态度很好，有需要还会回购。,1,0,33,0,0,0,-1,0,0,0,0,333,1,0.812935623,0
很实用，大小也合适，值得购买，客服态度很好，会继续关注的。,1,0,29,0,1,1,-1,0,0,0,0,219,1,0.983174235,0
品质做工：好看建议购买面料材质：尼龙得料子很舒服尺寸大小：背上正好,1,0,33,0,1,0,-1,0,0,0,6,81,1,0.997289153,0
一如既往地好,1,0,6,0,0,0,-1,0,0,0,3,536,0,0.915146911,0
很早之前就看上这款外套了，但是无奈一直没有下单，很容易搭配，怎么穿都很好看，,1,0,38,0,0,0,-1,0,1,0,1,214,1,0.943261943,0
物流真的慢到无法比喻，味道也没有想象中的那么好,-1,0,23,0,0,0,-1,0,0,0,3,38,1,0.558713679,0
星期六买的，今天全部收到了，物流很快，质量好，穿着正合身，买的xxl的,1,0,35,0,1,0,-1,0,0,1,1,125,1,0.891258213,0
不好意思评价晚了，用了一段时间感觉特别好用，质量非常好，之前的担心是多余的了，已经推荐给朋友了,1,0,47,0,0,0,-1,0,0,0,0,70,1,0.85794878,0
衣服很好看。穿起来很舒服，中长款的穿起来很有气质,1,0,24,0,0,0,-1,0,0,0,1,195,1,0.973081603,0
书包很不错，大小也刚合适，还会回购,1,0,17,0,1,0,-1,0,0,0,6,82,1,0.99215427,0
不错，挺好用,1,0,6,0,1,0,-1,0,0,0,0,409,0,0.964252713,0
到货很快，非常满意，看着很好，线很粗。,1,0,19,0,1,1,-1,0,0,0,0,553,0,0.947693332,0
包装完整，不锈钢的质量非常好，耐磨实用价格不贵,1,0,23,0,0,0,-1,0,0,0,0,836,1,0.462457722,0
盒子被压扁了，巧克力有的很多，有的只有一颗，一点都不浪漫。,1,0,29,0,1,0,-1,0,0,0,3,906,1,0.286276486,0
充电器收到了，质量不错，做工质感很好。,1,0,19,0,0,0,-1,0,0,0,0,766,1,0.998429231,0
面料柔软穿着很舒服又保暖，上身效果不错，尺码刚好合适，满意值得推荐,1,0,33,0,0,0,-1,0,0,0,1,141,1,0.999982318,0
衣服款式很新颖，质量也比较好！！！,1,0,17,3,0,0,-1,0,0,0,1,217,1,0.694293289,0
做工不错安装方便样子也可爱,1,0,13,0,0,0,-1,0,0,0,0,775,1,0.988923906,0
很好，第二次购买了，装上后就可以长续航。,1,0,20,0,0,0,-1,0,0,0,0,179,1,0.639985177,0
网购了这么多次，这是我第一次发好评，太赞了太太太太赞了从下单到收到货仅仅两天的时间客服很有耐心的推荐点??????????????????????,1,1,73,22,1,0,-1,0,0,0,0,66,1,0.016792475,0
黄桃收到了。买了四箱。老板人很好,1,0,16,0,0,0,-1,0,1,0,3,224,1,0.495668778,0
挺重的，用了一次感觉还行,1,0,12,0,1,0,-1,0,0,0,0,74,1,0.404269116,0
箱子收到了质量特别好，而且挺高大尚的，走需要的亲们赶紧下手吧,-2,0,11,0,1,0,56,0,0,0,6,356,1,0.745805599,0
很好看质量也不错满意,1,0,10,0,1,0,-1,0,0,1,6,7,1,0.980094011,0
夹心我爱了,1,1,5,0,0,0,-1,0,0,0,3,211,1,0.728013171,0
不错，原先发的快递没收到，商家又给补发别的快递过来,1,0,25,0,1,0,-1,0,0,1,0,193,1,0.002420214,0
考研喝的，感觉大部分是偏甜的，我也喜欢喝甜的！每次都在努力抽中甜的！看起来包装可爱一点的？...不过闻起来苦的喝起来倒也没有多苦&hellip;&hellip;,1,1,80,3,1,0,-1,0,0,0,3,219,1,0.98708719,0
整体评价：针线整齐，图案清晰，简单却很可爱，撞衫几率小。材质特性：暖呼呼的毛衣，买大了作外衣，合适的作里衣，都好看。上身效果：不算显瘦，但觉绝不臃肿，很有冬天的味道。尺码推荐：可能偏大，建议看尺寸表买。厚薄度：很暖，舒服。,1,0,111,0,1,0,-1,0,0,0,1,64,1,0.999945573,0
挺不错的，充电很快，方便又快捷，价格也合适，满意,1,0,24,0,0,0,-1,0,0,0,0,584,1,0.995822301,0
衣服很好，但是我买大了，正常xl的买l就好啦,1,1,22,0,0,0,-1,0,0,0,1,102,1,0.831086038,0
款式设计：很好看，上学用够用面料材质：摸着挺舒服尺寸大小：超级大,1,0,32,0,1,0,-1,0,0,0,6,50,1,0.999854147,0
品质做工：面料是滑的，挺好滴尺寸我170刚刚好合适，***ad啥的很合适，性价比很高，买吧买吧,1,1,47,0,1,0,-1,0,0,0,6,234,1,0.999940941,0
